timestamp,turns_left,my_loc,opp_loc,action_dir,action_type,my_turds_left,my_eggs_count,opp_eggs_count,oscillation
1764728248.9572988,9,"(7, 0)","(6, 6)",2,PLAIN,0,11,14,0
1764728258.9831064,8,"(7, 1)","(7, 6)",0,EGG,0,11,14,0
1764728259.3872015,7,"(7, 0)","(7, 5)",2,PLAIN,0,12,15,1
1764728262.6819024,6,"(7, 1)","(6, 5)",2,PLAIN,0,12,15,0
1764728262.937657,5,"(7, 2)","(5, 5)",0,PLAIN,0,12,15,1
1764728266.216225,4,"(7, 1)","(5, 6)",2,PLAIN,0,12,15,1
1764728266.4088883,3,"(7, 2)","(6, 6)",0,PLAIN,0,12,15,1
1764728269.7159634,2,"(7, 1)","(6, 7)",0,PLAIN,0,12,15,0
1764728269.89656,1,"(7, 0)","(7, 7)",2,PLAIN,0,12,15,1
1764728462.7226307,40,"(0, 4)","(7, 4)",0,EGG,5,0,0,0
1764728462.7753499,39,"(0, 3)","(6, 4)",1,PLAIN,5,1,1,0
1764728472.8404562,38,"(1, 3)","(6, 3)",0,EGG,5,1,1,0
1764728483.0754507,37,"(1, 2)","(6, 2)",3,PLAIN,5,2,2,0
1764728492.7780495,36,"(0, 2)","(7, 2)",0,EGG,5,2,2,0
1764728502.8821957,35,"(0, 1)","(7, 1)",1,PLAIN,5,3,3,0
1764728513.0153933,34,"(1, 1)","(7, 0)",0,EGG,5,3,3,0
1764728523.1564314,33,"(1, 0)","(6, 0)",1,PLAIN,5,4,4,0
1764728533.5187557,32,"(2, 0)","(5, 0)",1,EGG,5,4,4,0
1764728543.6832995,31,"(3, 0)","(4, 0)",2,PLAIN,5,5,5,0
1764728553.258341,30,"(3, 1)","(3, 0)",2,EGG,5,5,5,0
1764728563.3951676,29,"(3, 2)","(4, 0)",2,PLAIN,5,6,6,0
1764728573.5257556,28,"(0, 4)","(4, 1)",1,PLAIN,5,6,6,0
1764728583.6206286,27,"(1, 4)","(5, 1)",1,PLAIN,5,6,7,0
1764728593.6985629,26,"(2, 4)","(5, 2)",0,EGG,5,6,7,0
1764728603.7684858,25,"(2, 3)","(5, 3)",1,PLAIN,5,7,8,0
1764728613.807917,24,"(0, 4)","(5, 4)",1,PLAIN,5,7,8,0
1764728627.849503,23,"(1, 4)","(5, 5)",2,TURD,5,7,9,0
1764728700.476592,40,"(7, 4)","(1, 4)",0,EGG,5,0,1,0
1764728710.5072863,39,"(7, 3)","(1, 3)",3,PLAIN,5,1,1,0
1764728720.5348558,38,"(6, 3)","(1, 2)",0,EGG,5,1,2,0
1764728730.5641918,37,"(6, 2)","(1, 1)",3,PLAIN,5,2,2,0
1764728740.59344,36,"(5, 2)","(0, 1)",0,EGG,5,2,3,0
1764728750.631002,35,"(5, 1)","(0, 0)",3,PLAIN,5,3,3,0
1764728760.6654449,34,"(4, 1)","(0, 1)",0,EGG,5,3,4,0
1764728770.6949792,33,"(4, 0)","(0, 2)",1,TURD,5,4,4,0
1764728780.6019225,32,"(5, 0)","(1, 2)",1,EGG,4,4,5,0
1764728790.627047,31,"(6, 0)","(0, 4)",2,PLAIN,4,5,5,0
1764728800.6555014,30,"(6, 1)","(0, 5)",0,EGG,4,5,5,0
1764728810.6880686,29,"(6, 0)","(1, 5)",2,PLAIN,4,6,5,1
1764728820.7163107,28,"(6, 1)","(2, 5)",3,PLAIN,4,6,6,0
1764728820.9794183,27,"(5, 1)","(3, 5)",2,PLAIN,4,6,6,0
1764728831.0257764,26,"(5, 2)","(4, 5)",3,PLAIN,4,6,7,0
1764728841.0753012,25,"(4, 2)","(5, 5)",2,TURD,4,6,7,0
1764728850.7116337,24,"(4, 3)","(6, 5)",0,EGG,3,6,8,0
1764728864.7396355,23,"(4, 2)","(6, 6)",3,PLAIN,3,7,8,0
1764728874.876692,22,"(7, 4)","(7, 6)",0,PLAIN,3,7,9,0
1764728888.6350694,21,"(7, 3)","(7, 7)",0,TURD,3,7,9,0
1764728898.1433656,20,"(7, 2)","(6, 7)",0,EGG,2,7,10,0
1764728908.2053893,19,"(7, 1)","(5, 7)",0,TURD,2,8,10,0
1764728917.4657905,18,"(7, 0)","(4, 7)",2,EGG,1,8,11,0
1764728918.0221374,17,"(7, 1)","(3, 7)",2,PLAIN,1,9,11,0
1764728925.03787,16,"(7, 2)","(4, 7)",3,PLAIN,1,9,12,0
1764728928.3466637,15,"(6, 2)","(4, 6)",2,TURD,1,9,12,0
1764728941.3571963,14,"(6, 3)","(3, 6)",3,PLAIN,0,9,13,0
1764728953.9218688,13,"(5, 3)","(2, 6)",2,PLAIN,0,9,13,0
1764728963.9088118,12,"(5, 4)","(1, 6)",0,EGG,0,9,14,0
1764728964.4822683,11,"(5, 3)","(1, 7)",0,PLAIN,0,10,14,0
1764728969.341774,10,"(5, 2)","(0, 7)",0,PLAIN,0,10,15,0
1764728969.5238245,9,"(5, 1)","(0, 6)",0,PLAIN,0,10,15,0
1764728974.3226595,8,"(5, 0)","(0, 5)",1,PLAIN,0,10,16,0
1764728974.4681513,7,"(6, 0)","(0, 4)",3,PLAIN,0,10,16,0
1764728978.0721335,6,"(5, 0)","(1, 4)",2,PLAIN,0,10,16,0
1764728978.243105,5,"(5, 1)","(2, 4)",3,PLAIN,0,10,16,0
1764728992.4947603,4,"(4, 1)","(3, 4)",0,PLAIN,0,10,17,0
1764729010.743695,3,"(4, 0)","(3, 3)",3,PLAIN,0,10,17,0
1764729025.7954433,2,"(3, 0)","(3, 4)",3,EGG,0,10,18,0
1764729029.0431068,1,"(2, 0)","(4, 4)",2,PLAIN,0,11,18,0
1764729085.2696087,40,"(0, 5)","(6, 5)",0,EGG,5,0,1,0
1764729095.320823,39,"(0, 4)","(6, 6)",1,TURD,5,1,1,0
1764729105.3743489,38,"(1, 4)","(7, 6)",0,EGG,4,1,2,0
1764729115.4398983,37,"(1, 3)","(7, 7)",1,TURD,4,2,2,0
1764729125.4910865,36,"(0, 5)","(6, 7)",1,PLAIN,3,2,3,0
1764729135.546219,35,"(1, 5)","(5, 7)",1,PLAIN,3,2,3,0
1764729145.5972707,34,"(2, 5)","(4, 7)",0,EGG,3,2,4,0
1764729155.6578395,33,"(2, 4)","(3, 7)",1,PLAIN,3,3,4,0
1764729165.6927629,32,"(3, 4)","(2, 7)",0,EGG,3,3,5,0
1764729175.7203853,31,"(3, 3)","(1, 7)",1,PLAIN,3,4,5,0
1764729185.477502,30,"(4, 3)","(1, 6)",0,EGG,3,4,6,0
1764729195.5358431,29,"(4, 2)","(2, 6)",0,PLAIN,3,5,6,0
1764729205.630252,28,"(4, 1)","(3, 6)",0,EGG,3,5,7,0
1764729219.7233505,27,"(4, 0)","(3, 5)",1,PLAIN,3,6,7,0
1764729229.7931173,26,"(5, 0)","(3, 6)",1,EGG,3,6,8,0
1764729243.8509197,25,"(6, 0)","(4, 6)",2,TURD,3,7,8,0
1764729253.911443,24,"(6, 1)","(5, 6)",0,EGG,2,7,9,0
1764729267.962955,23,"(6, 0)","(7, 5)",1,PLAIN,2,8,9,0
1764729278.0231013,22,"(7, 0)","(7, 4)",2,EGG,2,8,9,0
1764729289.1957111,21,"(7, 1)","(7, 3)",2,TURD,2,9,9,0
1764729299.244959,20,"(7, 2)","(6, 3)",0,EGG,1,9,10,0
1764729299.9505897,19,"(7, 1)","(5, 3)",0,PLAIN,1,10,10,0
1764729300.5474455,18,"(7, 0)","(5, 2)",3,PLAIN,1,10,11,0
1764729301.0073116,17,"(6, 0)","(4, 2)",3,PLAIN,1,10,11,0
1764729308.7200963,40,"(0, 6)","(7, 6)",0,EGG,5,0,0,0
1764729308.7550008,39,"(0, 5)","(6, 6)",0,PLAIN,5,1,1,0
1764729318.8081505,38,"(0, 4)","(6, 5)",0,EGG,5,1,1,0
1764729328.8473582,37,"(0, 3)","(6, 4)",1,PLAIN,5,2,2,0
1764729338.4463499,36,"(1, 3)","(6, 3)",0,EGG,5,2,2,0
1764729348.5168097,35,"(1, 2)","(6, 2)",3,PLAIN,5,3,3,0
1764729358.6293194,34,"(0, 2)","(7, 2)",0,EGG,5,3,3,0
1764729370.727818,33,"(0, 1)","(7, 1)",1,PLAIN,5,4,4,0
1764729380.570691,32,"(1, 1)","(7, 0)",0,EGG,5,4,4,0
1764729392.6473136,31,"(1, 0)","(6, 0)",1,PLAIN,5,5,5,0
1764729402.1308568,30,"(2, 0)","(5, 0)",1,EGG,5,5,5,0
1764729412.6511164,29,"(3, 0)","(4, 0)",2,PLAIN,5,6,6,0
1764729422.1648052,28,"(3, 1)","(4, 1)",0,EGG,5,6,6,0
1764729436.2138214,27,"(3, 0)","(5, 1)",1,PLAIN,5,7,7,0
1764729438.4185336,26,"(4, 0)","(6, 1)",3,EGG,5,7,7,0
1764729438.4866335,25,"(3, 0)","(5, 1)",2,TURD,5,8,8,0
1764729452.6047487,24,"(3, 1)","(5, 2)",3,PLAIN,4,8,8,0
1764729466.6566665,23,"(2, 1)","(4, 2)",2,TURD,4,8,9,0
1764729480.6840096,22,"(0, 6)","(3, 2)",1,PLAIN,3,8,9,0
1764729494.7122586,21,"(1, 6)","(3, 3)",1,TURD,3,8,10,0
1764729504.4574857,20,"(2, 6)","(7, 6)",0,EGG,2,8,10,0
1764729514.5095165,19,"(2, 5)","(7, 7)",3,TURD,2,9,10,0
1764729524.2887464,18,"(1, 5)","(6, 7)",0,EGG,1,9,10,0
1764729538.3561096,17,"(1, 4)","(5, 7)",1,TURD,1,10,11,0
1764729548.4039395,16,"(2, 4)","(5, 6)",0,EGG,0,10,11,0
1764729563.256924,15,"(2, 3)","(5, 5)",1,PLAIN,0,11,12,0
1764729573.312117,14,"(3, 3)","(5, 4)",3,EGG,0,11,12,0
1764729588.711866,13,"(2, 3)","(4, 4)",0,PLAIN,0,12,13,0
1764729603.5698907,12,"(0, 6)","(7, 6)",0,PLAIN,0,12,13,0
1764729603.8857667,11,"(0, 5)","(7, 5)",0,PLAIN,0,12,13,0
1764729609.6547165,10,"(0, 4)","(7, 4)",0,PLAIN,0,12,13,0
1764729609.7422144,9,"(0, 3)","(7, 3)",0,PLAIN,0,12,14,0
1764729609.888164,8,"(0, 2)","(7, 2)",2,PLAIN,0,12,14,0
1764729610.0837705,7,"(0, 3)","(6, 2)",1,PLAIN,0,12,14,0
1764729610.2295198,6,"(1, 3)","(6, 1)",3,PLAIN,0,12,14,0
1764729610.4387665,5,"(0, 3)","(7, 1)",0,PLAIN,0,12,14,0
1764729610.593337,4,"(0, 2)","(7, 0)",0,PLAIN,0,12,14,0
1764729615.745108,3,"(0, 1)","(6, 0)",0,PLAIN,0,12,14,0
1764729615.7908132,2,"(0, 0)","(5, 0)",1,EGG,0,12,14,0
1764729615.957483,1,"(1, 0)","(5, 1)",1,PLAIN,0,13,14,0
1764729705.315482,40,"(0, 6)","(7, 6)",0,EGG,5,0,0,0
1764729708.8448575,39,"(0, 5)","(6, 6)",0,PLAIN,5,1,1,0
1764729712.3827982,38,"(0, 4)","(5, 6)",0,EGG,5,1,1,0
1764729715.9312086,37,"(0, 3)","(4, 6)",1,PLAIN,5,2,2,0
1764729719.4789708,36,"(1, 3)","(4, 5)",0,EGG,5,2,2,0
1764729724.9546242,35,"(1, 2)","(4, 4)",0,PLAIN,5,3,3,0
1764729728.5037446,34,"(1, 1)","(4, 3)",0,EGG,5,3,3,0
1764729734.211616,33,"(1, 0)","(4, 2)",1,PLAIN,5,4,4,0
1764729737.8001876,32,"(2, 0)","(4, 1)",1,EGG,5,4,4,0
1764729741.5422747,31,"(3, 0)","(4, 0)",2,PLAIN,5,5,5,0
1764729745.088651,30,"(3, 1)","(5, 0)",3,EGG,5,5,5,0
1764729754.1373603,29,"(2, 1)","(5, 1)",2,PLAIN,5,6,6,0
1764729759.1908455,28,"(2, 2)","(5, 2)",0,EGG,5,6,6,0
1764729759.3425987,27,"(2, 1)","(5, 1)",0,PLAIN,5,7,7,0
1764729768.3901033,26,"(2, 0)","(6, 1)",3,PLAIN,5,7,7,0
1764729773.4395037,25,"(1, 0)","(6, 2)",3,TURD,5,7,8,0
1764729778.4840233,24,"(0, 0)","(7, 2)",2,EGG,4,7,8,0
1764729787.5334058,23,"(0, 1)","(6, 2)",2,TURD,4,8,9,0
1764729792.2756848,22,"(0, 2)","(6, 3)",0,EGG,3,8,9,0
1764729792.4393408,21,"(0, 1)","(6, 4)",0,PLAIN,3,9,10,0
1764729792.5302844,20,"(0, 0)","(6, 5)",1,PLAIN,3,9,10,0
1764729792.6700833,19,"(1, 0)","(6, 4)",1,PLAIN,3,9,11,0
1764729796.8826396,18,"(2, 0)","(5, 4)",2,PLAIN,3,9,11,0
1764729800.9465358,17,"(2, 1)","(6, 4)",1,TURD,3,9,12,0
1764729805.0158606,16,"(3, 1)","(7, 4)",3,PLAIN,2,9,12,0
1764729805.1418214,15,"(2, 1)","(6, 4)",0,PLAIN,2,9,13,0
1764729808.4070084,14,"(2, 0)","(6, 5)",3,PLAIN,2,9,13,0
1764729808.505142,13,"(1, 0)","(6, 4)",1,PLAIN,2,9,13,0
1764729811.7568645,12,"(2, 0)","(6, 5)",2,PLAIN,2,9,13,0
1764729811.824638,11,"(2, 1)","(6, 4)",2,PLAIN,2,9,13,0
1764729815.083834,10,"(2, 2)","(6, 3)",2,PLAIN,2,9,13,0
1764729815.338582,9,"(2, 3)","(6, 4)",1,PLAIN,2,9,13,0
1764729818.6031625,8,"(0, 6)","(6, 5)",1,PLAIN,2,9,13,0
1764729818.870432,7,"(1, 6)","(6, 4)",1,TURD,2,9,13,0
1764729818.925421,6,"(2, 6)","(6, 3)",0,EGG,1,9,13,0
1764729822.5083897,5,"(2, 5)","(6, 4)",0,TURD,1,10,13,0
1764729822.55969,4,"(2, 4)","(6, 5)",0,EGG,0,10,13,0
1764729827.463153,3,"(2, 3)","(6, 4)",1,PLAIN,0,11,13,0
1764729832.329033,2,"(0, 6)","(6, 3)",0,PLAIN,0,11,13,0
1764729837.2554612,1,"(0, 5)","(6, 4)",1,PLAIN,0,11,13,0
1764729851.1426477,40,"(0, 2)","(7, 2)",0,EGG,5,0,0,0
1764729851.1672838,39,"(0, 1)","(6, 2)",1,PLAIN,5,1,1,0
1764729861.2032213,38,"(1, 1)","(6, 1)",0,EGG,5,1,1,0
1764729871.2715647,37,"(1, 0)","(7, 1)",1,PLAIN,5,2,2,0
1764729881.3212214,36,"(2, 0)","(7, 0)",1,EGG,5,2,2,0
1764729891.486929,35,"(3, 0)","(6, 0)",2,PLAIN,5,3,3,0
1764729901.5608728,34,"(3, 1)","(5, 0)",0,EGG,5,3,3,0
1764729911.6933424,33,"(3, 0)","(6, 0)",1,TURD,5,4,4,0
1764729911.9304411,32,"(4, 0)","(6, 1)",2,EGG,4,4,4,0
1764729921.9885886,31,"(4, 1)","(5, 1)",2,PLAIN,4,5,4,0
1764729932.0322733,30,"(0, 2)","(5, 2)",2,PLAIN,4,5,4,0
1764729942.0853906,29,"(0, 3)","(5, 3)",1,PLAIN,4,5,5,0
1764729952.2085814,28,"(1, 3)","(6, 3)",0,EGG,4,5,5,0
1764729962.268678,27,"(1, 2)","(6, 4)",1,PLAIN,4,6,6,0
1764729972.3164067,26,"(2, 2)","(6, 5)",0,EGG,4,6,6,0
1764729973.6109097,25,"(2, 1)","(5, 5)",0,PLAIN,4,7,7,0
1764729987.655957,24,"(2, 0)","(5, 6)",3,PLAIN,4,7,7,0
1764730001.191933,40,"(7, 3)","(0, 3)",0,EGG,5,0,0,0
1764730001.2199569,39,"(7, 2)","(1, 3)",3,PLAIN,5,1,1,0
1764730011.2569737,38,"(6, 2)","(1, 4)",0,EGG,5,1,1,0
1764730021.3108222,37,"(6, 1)","(1, 5)",0,PLAIN,5,2,2,0
1764730031.3744645,36,"(6, 0)","(0, 5)",3,EGG,5,2,2,0
1764730040.6654387,35,"(5, 0)","(0, 6)",2,PLAIN,5,3,3,0
1764730050.710907,34,"(5, 1)","(0, 7)",0,EGG,5,3,3,0
1764730060.7595968,33,"(5, 0)","(1, 7)",3,PLAIN,5,4,4,0
1764730070.819649,32,"(4, 0)","(2, 7)",2,EGG,5,4,4,0
1764730080.8940053,31,"(4, 1)","(3, 7)",2,PLAIN,5,5,5,0
1764730090.6054978,30,"(4, 2)","(3, 6)",0,EGG,5,5,5,0
1764730100.6411393,29,"(4, 1)","(3, 5)",3,TURD,5,6,6,0
1764730110.6777813,28,"(3, 1)","(2, 5)",0,EGG,4,6,6,0
1764730120.724996,27,"(3, 0)","(3, 5)",3,PLAIN,4,7,7,0
1764730130.7760448,26,"(2, 0)","(4, 5)",2,EGG,4,7,7,0
1764730144.8261771,25,"(2, 1)","(5, 5)",2,TURD,4,8,8,0
1764730154.878866,24,"(2, 2)","(6, 5)",0,EGG,3,8,8,0
1764730168.2297902,23,"(2, 1)","(6, 4)",3,PLAIN,3,9,9,0
1764730178.2811654,22,"(1, 1)","(7, 4)",0,EGG,3,9,9,0
1764730187.6111913,21,"(1, 0)","(6, 4)",3,TURD,3,10,10,0
1764730196.9898489,20,"(0, 0)","(6, 3)",2,EGG,2,10,10,0
1764730211.0447598,19,"(0, 1)","(5, 3)",2,TURD,2,11,11,0
1764730211.2284591,18,"(0, 2)","(5, 4)",0,EGG,1,11,11,0
1764730211.6959562,17,"(0, 1)","(5, 5)",0,PLAIN,1,12,12,0
1764730211.7793715,16,"(0, 0)","(5, 6)",1,PLAIN,1,12,12,0
1764730212.2659397,15,"(1, 0)","(5, 7)",2,PLAIN,1,12,13,0
1764730217.1915848,14,"(1, 1)","(6, 7)",1,PLAIN,1,12,13,0
1764730217.5925796,13,"(2, 1)","(7, 7)",0,PLAIN,1,12,14,0
1764730222.8463573,12,"(2, 0)","(7, 6)",1,PLAIN,1,12,14,0
1764730222.879245,11,"(3, 0)","(7, 7)",1,TURD,1,12,15,0
1764730226.105678,10,"(4, 0)","(6, 7)",1,PLAIN,0,12,15,0
1764730226.3505595,9,"(5, 0)","(5, 7)",1,PLAIN,0,12,15,0
1764730239.577398,8,"(6, 0)","(4, 7)",2,PLAIN,0,12,15,0
1764730252.1695352,7,"(6, 1)","(4, 6)",1,PLAIN,0,12,16,0
1764730252.240898,6,"(7, 1)","(4, 5)",0,EGG,0,12,16,0
1764730252.5014958,5,"(7, 0)","(4, 4)",2,PLAIN,0,13,16,0
1764730256.237202,4,"(7, 1)","(3, 4)",2,PLAIN,0,13,16,0
1764730256.3507853,3,"(7, 2)","(4, 4)",0,PLAIN,0,13,17,0
1764730259.578983,2,"(7, 1)","(4, 3)",3,PLAIN,0,13,17,0
1764730259.9227479,1,"(6, 1)","(3, 3)",0,PLAIN,0,13,18,0
1764730278.1933131,40,"(0, 4)","(7, 4)",0,EGG,5,0,0,0
1764730278.2152274,39,"(0, 3)","(6, 4)",1,PLAIN,5,1,1,0
1764730288.2415893,38,"(1, 3)","(6, 3)",0,EGG,5,1,1,0
1764730298.2797656,37,"(1, 2)","(6, 2)",1,TURD,5,2,2,0
1764730308.3015258,36,"(2, 2)","(7, 2)",0,EGG,4,2,2,0
1764730318.3341646,35,"(2, 1)","(7, 1)",1,PLAIN,4,3,3,0
1764730328.3685586,34,"(3, 1)","(7, 0)",0,EGG,4,3,3,0
1764730338.4321597,33,"(3, 0)","(6, 0)",1,TURD,4,4,4,0
1764730348.4995544,32,"(4, 0)","(5, 0)",2,EGG,3,4,4,0
1764730358.5517185,31,"(4, 1)","(5, 1)",2,PLAIN,3,5,5,0
1764730368.5124671,30,"(4, 2)","(6, 1)",0,EGG,3,5,5,0
1764730371.269419,29,"(4, 1)","(5, 1)",2,PLAIN,3,6,6,1
1764730381.3247716,28,"(4, 2)","(5, 2)",2,PLAIN,3,6,6,0
1764730391.39782,27,"(4, 3)","(5, 3)",2,PLAIN,3,6,7,0
1764730401.451475,26,"(4, 4)","(4, 3)",2,EGG,3,6,7,0
1764730411.502028,25,"(4, 5)","(3, 3)",3,TURD,3,7,8,0
1764730421.544954,24,"(3, 5)","(3, 4)",2,EGG,2,7,8,0
1764730435.583483,23,"(3, 6)","(7, 4)",3,TURD,2,8,9,0
1764730445.6102014,22,"(2, 6)","(7, 5)",0,EGG,1,8,9,0
1764730459.6361723,21,"(0, 4)","(6, 5)",1,PLAIN,1,9,9,0
1764730473.0763776,20,"(1, 4)","(7, 5)",1,TURD,1,9,10,0
1764730487.102058,19,"(0, 4)","(7, 6)",2,PLAIN,0,9,10,0
1764730491.1355083,40,"(7, 5)","(0, 5)",0,EGG,5,0,0,0
1764730491.1623669,39,"(7, 4)","(1, 5)",3,PLAIN,5,1,1,0
1764730501.2008293,38,"(6, 4)","(1, 6)",0,EGG,5,1,1,0
1764730511.4230633,37,"(6, 3)","(1, 7)",3,PLAIN,5,2,2,0
1764730520.8759074,36,"(5, 3)","(0, 7)",0,EGG,5,2,2,0
1764730530.937366,35,"(5, 2)","(1, 7)",3,PLAIN,5,3,3,0
1764730540.9983807,34,"(4, 2)","(2, 7)",0,EGG,5,3,3,0
1764730551.0555818,33,"(4, 1)","(3, 7)",3,TURD,5,4,4,0
1764730561.1033814,32,"(3, 1)","(4, 7)",0,EGG,4,4,4,0
1764730571.160151,31,"(3, 0)","(4, 6)",1,PLAIN,4,5,5,0
1764730581.2089686,30,"(4, 0)","(5, 6)",1,EGG,4,5,5,0
1764730591.2692096,29,"(5, 0)","(6, 6)",1,TURD,4,6,6,0
1764730601.3261254,28,"(6, 0)","(6, 5)",2,EGG,3,6,6,0
1764730611.3842168,27,"(6, 1)","(5, 5)",1,TURD,3,7,7,0
1764730621.437002,26,"(7, 1)","(4, 5)",0,EGG,2,7,7,0
1764730621.9601965,25,"(7, 0)","(3, 5)",3,TURD,2,8,8,0
1764730622.4257267,24,"(6, 0)","(3, 6)",2,PLAIN,1,8,8,0
1764730635.8314154,23,"(6, 1)","(2, 6)",2,PLAIN,1,8,9,0
1764730645.868176,22,"(6, 2)","(2, 5)",0,EGG,1,8,9,0
1764730659.9151888,21,"(6, 1)","(2, 6)",3,PLAIN,1,9,10,0
1764730660.0582085,20,"(5, 1)","(2, 7)",0,EGG,1,9,10,0
1764730660.548335,19,"(5, 0)","(3, 7)",1,PLAIN,1,10,10,0
1764730660.7006657,18,"(6, 0)","(4, 7)",2,PLAIN,1,10,10,0
1764730660.9848335,17,"(6, 1)","(5, 7)",0,PLAIN,1,10,10,0
1764730661.1531286,16,"(6, 0)","(6, 7)",3,PLAIN,1,10,10,0
1764730661.6929924,15,"(5, 0)","(7, 7)",3,PLAIN,1,10,11,0
1764730676.365173,14,"(4, 0)","(7, 6)",3,PLAIN,1,10,11,0
1764730691.1938434,13,"(3, 0)","(7, 7)",3,TURD,1,10,12,0
1764730691.2317734,12,"(2, 0)","(6, 7)",2,EGG,0,10,12,0
1764730696.262553,11,"(2, 1)","(5, 7)",2,PLAIN,0,11,12,0
1764730696.342709,10,"(2, 2)","(6, 7)",0,EGG,0,11,12,0
1764730701.3276446,9,"(2, 1)","(6, 6)",3,PLAIN,0,12,12,0
1764730701.45954,8,"(1, 1)","(7, 6)",0,EGG,0,12,12,0
1764730706.3635716,7,"(1, 0)","(7, 7)",3,PLAIN,0,13,12,0
1764730706.391992,6,"(0, 0)","(6, 7)",2,EGG,0,13,12,0
1764730711.3641284,5,"(0, 1)","(5, 7)",2,PLAIN,0,14,12,0
1764730711.392398,4,"(0, 2)","(4, 7)",0,EGG,0,14,12,0
1764730711.55984,3,"(0, 1)","(3, 7)",0,PLAIN,0,15,12,0
1764730714.832054,2,"(0, 0)","(2, 7)",1,PLAIN,0,15,12,0
1764730715.0797305,1,"(1, 0)","(1, 7)",2,PLAIN,0,15,12,0
1764731871.210294,40,"(7, 5)","(0, 5)",0,EGG,5,0,0,0
1764731874.7483432,39,"(7, 4)","(1, 5)",3,PLAIN,5,1,1,0
1764731878.3027449,38,"(6, 4)","(2, 5)",0,EGG,5,1,1,0
1764731881.85289,37,"(6, 3)","(3, 5)",3,TURD,5,2,2,0
1764731885.4053395,36,"(5, 3)","(0, 5)",0,EGG,4,2,2,0
1764731890.9606297,35,"(5, 2)","(0, 4)",3,PLAIN,4,3,2,0
1764731894.5136154,34,"(4, 2)","(0, 3)",0,EGG,4,3,2,0
1764731900.0743394,33,"(4, 1)","(1, 3)",3,PLAIN,4,4,3,0
1764731903.639265,32,"(3, 1)","(2, 3)",0,EGG,4,4,3,0
1764731909.1833537,31,"(3, 0)","(2, 2)",1,TURD,4,5,4,0
1764731912.712523,30,"(4, 0)","(3, 2)",1,EGG,3,5,4,0
1764731920.6742938,40,"(7, 1)","(0, 1)",0,EGG,5,0,0,0
1764731920.7118695,39,"(7, 0)","(1, 1)",3,PLAIN,5,1,1,0
1764731930.253152,38,"(6, 0)","(1, 2)",2,TURD,5,1,1,0
1764731940.291903,37,"(6, 1)","(1, 3)",3,PLAIN,4,1,2,0
1764731950.3603747,36,"(5, 1)","(1, 4)",0,EGG,4,1,2,0
1764731960.4236188,35,"(5, 0)","(1, 5)",3,PLAIN,4,2,3,0
1764731969.792101,34,"(4, 0)","(0, 5)",2,EGG,4,2,3,0
1764731981.847838,33,"(4, 1)","(0, 6)",2,PLAIN,4,3,4,0
1764731991.9003665,32,"(4, 2)","(0, 7)",0,EGG,4,3,4,0
1764732003.954574,31,"(4, 1)","(1, 7)",3,PLAIN,4,4,5,0
1764732014.0098486,30,"(3, 1)","(2, 7)",0,EGG,4,4,5,0
1764732028.0687857,29,"(3, 0)","(3, 7)",3,PLAIN,4,5,6,0
1764732038.1305041,28,"(2, 0)","(3, 6)",1,TURD,4,5,6,0
1764732039.1939461,27,"(3, 0)","(4, 6)",3,PLAIN,3,5,7,1
1764732042.7025032,26,"(2, 0)","(5, 6)",1,PLAIN,3,5,7,1
1764732046.7871406,25,"(3, 0)","(6, 6)",2,TURD,3,5,8,0
1764732060.8397381,24,"(3, 1)","(6, 5)",2,PLAIN,2,5,8,0
1764732074.8070686,23,"(3, 2)","(6, 4)",2,TURD,2,5,9,0
1764732088.8568046,22,"(7, 1)","(6, 3)",3,PLAIN,1,5,9,0
1764732099.0246763,21,"(6, 1)","(6, 2)",0,PLAIN,1,5,10,0
1764732108.4082706,20,"(6, 0)","(7, 2)",2,PLAIN,1,5,10,0
1764732118.6114507,19,"(6, 1)","(6, 2)",0,PLAIN,1,5,11,1
1764732127.858831,18,"(6, 0)","(5, 2)",3,PLAIN,1,5,11,0
1764732131.9544885,17,"(5, 0)","(6, 2)",3,TURD,1,5,12,0
1764732136.0272694,16,"(4, 0)","(7, 2)",2,PLAIN,0,5,12,0
1764732136.1889777,15,"(4, 1)","(7, 3)",0,PLAIN,0,5,12,0
1764732139.7395775,14,"(4, 0)","(7, 4)",1,PLAIN,0,5,12,0
1764732140.1051927,13,"(5, 0)","(7, 5)",1,PLAIN,0,5,13,0
1764732150.1308863,12,"(6, 0)","(7, 6)",2,PLAIN,0,5,13,0
1764732292.8926117,40,"(7, 4)","(1, 4)",0,EGG,5,0,1,0
1764732302.9692252,39,"(7, 3)","(1, 5)",3,PLAIN,5,1,1,0
1764732313.0389864,38,"(6, 3)","(1, 6)",0,EGG,5,1,2,0
1764732323.0988612,37,"(6, 2)","(2, 6)",1,PLAIN,5,2,2,0
1764732333.1357892,36,"(7, 2)","(3, 6)",0,EGG,5,2,3,0
1764732343.1749852,35,"(7, 1)","(4, 6)",3,PLAIN,5,3,3,0
1764732353.2578897,34,"(6, 1)","(5, 6)",0,EGG,5,3,4,0
1764732363.319809,33,"(6, 0)","(5, 7)",3,PLAIN,5,4,4,0
1764732373.3821588,32,"(5, 0)","(6, 7)",2,EGG,5,4,5,0
1764732383.5200446,31,"(5, 1)","(7, 7)",2,PLAIN,5,5,5,0
1764732393.3983676,30,"(5, 2)","(6, 7)",0,EGG,5,5,6,0
